EXPID. 1311
[电化学]: i-t : @ 0(V) X 600(sec)
起始电位 (V),0
静置时间 (秒),0
运行时间 (秒),600
记录间隔,0.1
电解液 信息:
HNO3,0.4
0.1,-0.0004211251
0.2,-0.0003924004
0.3,-0.00036999
0.4,-0.0003517525
0.5,-0.0003363957
0.6,-0.0003232745
0.7,-0.0003123156
0.8000001,-0.0003027344
0.9000001,-0.0002940441
1,-0.0002864086
1.1,-0.000279823
1.2,-0.0002735869
1.3,-0.0002679789
1.4,-0.0002629246
1.5,-0.000258248
1.6,-0.0002539725
1.7,-0.000250117
1.8,-0.0002462738
1.9,-0.0002427301
2,-0.0002395348
2.1,-0.0002365006
2.2,-0.0002336725
2.3,-0.0002309726
2.4,-0.0002284761
2.5,-0.0002261519
2.6,-0.0002239369
2.7,-0.0002216061
2.799999,-0.0002194081
2.899999,-0.0002174813
2.999999,-0.0002155508
3.099999,-0.0002136899
3.199999,-0.0002120739
3.299999,-0.0002104184
3.399999,-0.0002087958
3.499999,-0.0002073022
3.599999,-0.0002058632
3.699999,-0.0002043649
3.799999,-0.0002030032
3.899998,-0.0002016904
3.999998,-0.0002003852
4.099998,-0.0001991449
4.199998,-0.0001979103
4.299998,-0.0001967077
4.399998,-0.0001955531
4.499998,-0.0001944456
4.599998,-0.0001933853
4.699998,-0.0001923654
4.799998,-0.0001913634
4.899998,-0.0001903237
4.999998,-0.0001893151
5.099998,-0.0001884431
5.199997,-0.0001875814
5.299997,-0.0001866199
5.399997,-0.0001857761
5.499997,-0.0001849615
5.599997,-0.0001840602
5.699997,-0.0001832946
5.799997,-0.0001825318
5.899997,-0.0001817492
5.999997,-0.0001809798
6.099997,-0.0001802547
6.199996,-0.0001795814
6.299996,-0.0001789551
6.399996,-0.0001782724
6.499996,-0.0001774954
6.599996,-0.000176856
6.699996,-0.0001763023
6.799996,-0.0001755423
6.899996,-0.0001749838
6.999996,-0.0001743726
7.099996,-0.0001737295
7.199996,-0.0001731136
7.299995,-0.000172541
7.399995,-0.0001719571
7.499995,-0.0001713977
7.599995,-0.000170876
7.699995,-0.0001703129
7.799995,-0.0001697318
7.899995,-0.0001692779
7.999995,-0.0001687194
8.099995,-0.0001681544
8.199995,-0.0001676496
8.299995,-0.0001670987
8.399996,-0.0001666589
8.499996,-0.0001661363
8.599997,-0.0001656579
8.699997,-0.0001651512
8.799997,-0.0001647802
8.899998,-0.0001642924
8.999998,-0.0001638243
9.099998,-0.0001633723
9.199999,-0.0001630088
9.299999,-0.0001625728
9.4,-0.000162085
9.5,-0.000161696
9.6,-0.0001612628
9.700001,-0.0001608004
9.800001,-0.0001604378
9.900002,-0.0001600159
10,-0.0001596525
10.1,-0.0001593153
10.2,-0.0001588934
10.3,-0.0001584555
10.4,-0.0001581127
10.5,-0.0001578368
10.6,-0.0001574064
10.7,-0.0001570636
10.8,-0.0001566879
10.90001,-0.0001562999
11.00001,-0.0001560136
11.10001,-0.0001556981
11.20001,-0.0001553167
11.30001,-0.0001549777
11.40001,-0.0001546707
11.50001,-0.0001542959
11.60001,-0.000153987
11.70001,-0.0001536838
11.80001,-0.0001533165
11.90001,-0.0001530632
12.00001,-0.000152823
12.10001,-0.0001524576
12.20001,-0.0001522146
12.30001,-0.0001518521
12.40001,-0.0001515592
12.50001,-0.0001512597
12.60001,-0.0001509876
12.70001,-0.0001506156
12.80001,-0.0001503811
12.90001,-0.00015006
13.00001,-0.0001497935
13.10001,-0.0001494883
13.20001,-0.000149219
13.30001,-0.0001489054
13.40001,-0.0001486916
13.50002,-0.0001485278
13.60002,-0.0001481812
13.70002,-0.0001479298
13.80002,-0.0001476576
13.90002,-0.0001473629
14.00002,-0.0001471623
14.10002,-0.0001469278
14.20002,-0.0001466302
14.30002,-0.000146407
14.40002,-0.0001461895
14.50002,-0.0001458872
14.60002,-0.0001456696
14.70002,-0.0001454417
14.80002,-0.0001451291
14.90002,-0.0001448955
15.00002,-0.0001446215
15.10002,-0.0001443879
15.20002,-0.0001441949
15.30002,-0.0001439133
15.40002,-0.0001436732
15.50002,-0.0001434368
15.60002,-0.0001432616
15.70002,-0.0001430507
15.80002,-0.0001428416
15.90002,-0.0001426015
16.00002,-0.0001424093
16.10003,-0.0001422559
16.20003,-0.0001420063
16.30003,-0.0001417953
16.40003,-0.0001415759
16.50003,-0.000141283
16.60003,-0.0001410975
16.70003,-0.0001408913
16.80003,-0.0001406681
16.90003,-0.0001404647
17.00003,-0.000140265
17.10003,-0.000140071
17.20003,-0.0001398808
17.30003,-0.0001397386
17.40003,-0.0001394928
17.50003,-0.0001392998
17.60003,-0.0001390954
17.70003,-0.0001388892
17.80003,-0.0001387743
17.90003,-0.000138584
18.00003,-0.0001383392
18.10003,-0.0001381744
18.20003,-0.0001380199
18.30003,-0.0001377854
18.40003,-0.0001375849
18.50003,-0.0001374219
18.60003,-0.0001373146
18.70004,-0.0001371498
18.80004,-0.000136968
18.90004,-0.0001367251
19.00004,-0.0001365358
19.10004,-0.0001363879
19.20004,-0.0001362081
19.30004,-0.0001360734
19.40004,-0.0001358455
19.50004,-0.0001356364
19.60004,-0.0001354537
19.70004,-0.0001353285
19.80004,-0.0001351533
19.90004,-0.0001349687
20.00004,-0.0001347728
20.10004,-0.0001346344
20.20004,-0.0001344555
20.30004,-0.0001343067
20.40004,-0.0001341654
20.50004,-0.000134011
20.60004,-0.0001338292
20.70004,-0.0001336513
20.80004,-0.0001335006
20.90004,-0.0001333273
21.00004,-0.0001332067
21.10004,-0.0001330099
21.20004,-0.0001328348
21.30005,-0.0001326973
21.40005,-0.0001325607
21.50005,-0.0001323827
21.60005,-0.0001322179
21.70005,-0.0001320597
21.80005,-0.0001319043
21.90005,-0.0001318196
22.00005,-0.0001316256
22.10005,-0.0001314655
22.20005,-0.0001313252
22.30005,-0.0001312263
22.40005,-0.0001310587
22.50005,-0.0001309108
22.60005,-0.00013081
22.70005,-0.0001306471
22.80005,-0.0001305576
22.90005,-0.0001304446
23.00005,-0.0001302836
23.10005,-0.0001301235
23.20005,-0.0001300077
23.30005,-0.0001298438
23.40005,-0.000129761
23.50005,-0.0001296875
23.60005,-0.000129502
23.70005,-0.0001293391
23.80005,-0.0001292468
23.90005,-0.0001290773
24.00006,-0.0001289614
24.10006,-0.0001288042
24.20006,-0.0001286751
24.30006,-0.0001285819
24.40006,-0.0001284962
24.50006,-0.0001284284
24.60006,-0.0001283201
24.70006,-0.000128209
24.80006,-0.0001280752
24.90006,-0.0001279368
25.00006,-0.0001278106
25.10006,-0.0001276986
25.20006,-0.0001275601
25.30006,-0.0001274763
25.40006,-0.0001273925
25.50006,-0.00012724
25.60006,-0.0001271382
25.70006,-0.0001270346
25.80006,-0.0001269094
25.90006,-0.0001268453
26.00006,-0.0001267851
26.10006,-0.0001266128
26.20006,-0.0001265553
26.30006,-0.0001264884
26.40006,-0.0001263104
26.50006,-0.0001261861
26.60007,-0.0001260392
26.70007,-0.0001259545
26.80007,-0.0001258452
26.90007,-0.0001257143
27.00007,-0.0001255976
27.10007,-0.0001254855
27.20007,-0.0001254205
27.30007,-0.0001253188
27.40007,-0.0001251766
27.50007,-0.0001251634
27.60007,-0.0001250128
27.70007,-0.0001248301
